title,imdbRating,ratingCount,duration,nrOfWins,nrOfNominations,nrOfNewsArticles,nrOfUserReviews,nrOfGenre
Epidemic (1987),6.1,3196,6360,0,0,13,21,2
Ausgelöscht (1987),6.5,3693,5760,0,0,24,43,3
Action Hunter (1988),7.4,4077,5580,0,0,0,46,3
Das vierte Protokoll (1987),6.4,6045,7140,0,0,9,31,2
The Gay Desperado (1936),6.4,209,5160,1,0,0,12,2
Happy New Year (1987),6,367,5100,0,0,13,4,3
Heat - Nick\,http://www.imdb.com/title/tt0093164/,5.4,1006,video.movie,0,7,90,23
The Hidden - Das unsagbar Böse (1987),7,10732,5760,4,6,33,93,3
Gay Love (1934),4.8,10,4620,0,0,0,1,2
Wolfsmilch (1987),6.8,5170,8580,2,2,66,37,1
Great Performances James Stewart: A Wonderful Life (TV Episode 1987),8.1,160,5160,0,0,0,2,3
Gold Diggers of 1937 (1936),6.5,534,6060,0,0,3,18,3
Bill Cosby - Die Superkanone (1987),2.3,6303,5100,3,3,14,85,2
Das Gesetz der Begierde (1987),7.2,6379,6120,10,3,19,25,3
The Lost Boys (1987),7.2,75273,5820,3,5,867,318,2
Malone (1987),5.5,1430,5520,0,0,5,36,3
Der große Ziegfeld (1936),6.9,3851,6600,1,5,58,54,3
Masters of the Universe (1987),5.3,22363,6360,2,5,539,171,3
Maurice (1987),7.8,8976,8400,3,1,32,69,2
Sommerferien - Total verrückt (1986),3.2,1796,5760,0,0,0,17,3
Mio\,http://www.imdb.com/title/tt0093543/,6.5,3472,video.movie,1,6,0,21
Die Galgenvögel (1987),6,1213,6000,0,0,0,18,3
Moonzund (1987),7.4,220,8520,0,0,0,2,3
Mein teuflischer Liebhaber (1987),4.5,763,5400,0,0,0,12,3
Tödliche Strahlen (1936),6.7,1159,4800,1,0,2,43,3
Near Dark - Die Nacht hat ihren Preis (1987),7.1,21823,5640,1,8,304,199,3
Nightmare 3 - Freddy lebt (1987),6.5,37327,5760,1,4,94,283,2
Ofelas (1987),7.4,3368,5160,4,2,0,30,3
Overboard - Ein Goldfisch fällt ins Wasser (1987),6.7,29427,6360,0,0,87,87,2
Jack der Aufreisser (1987),5.1,4048,4860,0,0,35,25,3
Ein Ticket für zwei (1987),7.6,70964,5580,0,0,4,331,2
Police Academy 4 - Und jetzt geht's rund (1987),4.6,25603,5280,0,0,6,58,2
Lustige Sünder (1936),7.9,4459,5880,0,0,14,50,2
Project X (1987),6,7245,6480,0,0,111,32,3
Radio Days (1987),7.6,19251,5280,2,7,77,84,1
Rots Traum (1987),6.5,3291,240,0,0,5,12,3
Remote Control (1988),5.4,471,5280,0,0,0,16,3
Die Supertrottel (1987),4.8,8903,5280,0,0,7,31,1
The Secret Garden (TV Movie 1987),7.2,968,6000,0,0,3,23,2
September (1987),6.6,5560,4920,0,0,0,48,1
A Chinese Ghost Story I (1987),7.6,5724,5880,8,10,0,42,3
Schütze deine Rechte (1987),6.2,376,4920,1,1,0,4,3
Die Nacht hat viele Augen (1987),6.6,16263,7020,2,0,16,59,3
Maria von Schottland (1936),6.5,1425,7380,1,1,6,21,3
Summer School (1987),6.5,10622,5820,0,0,100,60,2
Schmeiß' die Mama aus dem Zug! (1987),6.2,23786,5220,2,3,53,69,2
Die Hexen von Eastwick (1987),6.5,39213,7080,6,8,137,101,3
Withnail & I (1987),7.9,25471,6420,1,0,159,180,2
The American Experience (TV Series 1988– ),8.1,659,3600,65,99,14,4,2
Campion (TV Series 1989–1990),7.7,353,3000,0,0,3,5,3
A Romance of the Redwoods (1917),7.1,563,4200,0,0,0,11,3
Harry's Nest (TV Series 1988–1995),6.6,1474,1800,8,17,0,13,2
Garfield und seine Freunde (TV Series 1988–1995),7.4,6073,1800,1,4,13,37,2
Home and Away (TV Series 1988– ),5.3,3717,1320,41,86,1167,62,1
In der Hitze der Nacht (TV Series 1988–1995),7.4,1623,3600,4,3,22,24,3
Katts & Dog (TV Series 1988–1993),6.7,115,1800,0,0,0,10,3
In geheimer Mission (TV Series 1988–1990),7.6,1409,2820,0,0,7,15,3
Murphy Brown (TV Series 1988–1998),7,3635,1800,45,111,267,21,1
Agatha Christie's Poirot (TV Series 1989– ),8.6,16172,6000,4,13,293,39,3
A Pup Named Scooby-Doo (TV Series 1988–1991),6.7,2421,1800,0,0,0,23,3
Red Dwarf (TV Series 1988– ),8.6,18091,1800,4,4,311,109,2
Wunderbare Jahre (TV Series 1988–1993),8.4,22356,1800,23,70,459,97,2
Nico (1988),5.9,18392,5580,0,0,83,84,3
Spacecop L.A. 1991 (1988),6.2,9559,5460,1,4,92,44,3
Amanece\,http://www.imdb.com/title/tt0094641/,7.6,1433,video.movie,0,0,0,5
Eine andere Frau (1988),7.4,7675,4860,2,2,2,60,1
Ariel (1988),7.6,3192,4380,3,1,12,19,1
BAT21 - Mitten im Feuer (1988),6.4,5274,6300,1,0,0,38,2
Freundinnen (1988),6.7,15272,7380,1,4,105,102,3
Beetlejuice (1988),7.4,142836,5520,7,10,1099,283,2
Der Blob (1988),6.3,18676,5700,0,0,77,135,2
Elmer (1988),6.7,5009,5040,0,0,50,42,2
Annies Männer (1988),7.1,30547,6480,8,3,205,104,3
Pennies from Heaven (1936),6.7,402,4860,0,0,0,14,3
Camille Claudel (1988),7.3,4162,10500,8,9,51,31,3
Cocktail (1988),5.7,46926,6240,5,3,114,94,2
Der Prinz aus Zamunda (1988),6.9,93514,6960,5,1,318,121,3
Der Couch-Trip (1988),5.6,3226,5820,0,0,0,22,1
D.O.A. - Bei Ankunft Mord (1988),6.1,7140,5760,0,0,8,41,2
Dead Heat (1988),5.9,3977,5160,0,0,38,60,3
Die Unzertrennlichen (1988),7.4,23349,6960,23,10,243,105,3
Die Toten der Seine (TV Short 1989),7.2,249,2640,0,0,0,2,3
Dr. Alien (1989),3.7,592,5400,0,0,3,13,2
The Road to Glory (1936),7,265,6180,0,0,0,5,2
Frantic (1988),6.9,31964,7200,0,0,57,140,3
Funny Farm (1988),6,12909,6060,0,0,9,72,2
Gor (1987),3.2,992,5640,0,0,2,27,3
Ferien zu Dritt (1988),6.5,22247,5460,0,0,22,75,1
Hairspray (1988),6.9,13492,5520,0,0,24,57,3
Halloween 4 - Michael Myers kehrt zurück (1988),5.9,23149,5280,0,0,117,356,2
Hellbound - Hellraiser 2 (1988),6.5,24083,5820,1,4,107,149,2
Homeboy (1988),5.9,1414,6960,0,0,0,12,3
Romeo and Juliet (1936),6.8,1031,7500,2,0,25,35,2
Ghettobusters (1988),6.5,8651,5280,0,0,15,53,2
Imagine: John Lennon (1988),7.9,2923,6000,0,0,4,22,3
Die Rückkehr des unheimlichen Hulk (TV Movie 1988),5.6,1654,6000,0,0,10,22,3
Police Story 2 - Der Supercop schlägt wieder zu (1988),7.1,9050,6060,1,0,7,33,3
Daddy's Cadillac (1988),6.2,10872,5280,2,1,131,50,1
Mick... mein Freund vom anderen Stern (1988),3.4,6377,5700,2,6,64,104,3
Die Mafiosi-Braut (1988),6.1,10663,5520,6,4,56,48,3
Martha\,http://www.imdb.com/title/tt0095595/,4.9,18,video.movie,0,0,0,0
Medea (TV Movie 1988),7.2,1980,4620,0,0,5,15,1
Midnight Run - 5 Tage bis Mitternacht (1988),7.6,45761,7560,2,0,416,197,3
Die Ministerien der Kunst (TV Movie 1989),7.4,8,3120,0,0,0,0,1
San Francisco (1936),7.4,3306,6900,1,6,0,62,3
Der Affe im Menschen (1988),6.2,6188,6780,7,1,30,57,3
Liebe mit Biß (1987),6,2235,5340,0,0,15,23,3
Meine Stiefmutter ist ein Alien (1988),5.1,18670,6300,0,0,16,52,3
3 Girlfriends (1988),6.1,14676,6240,1,4,9,70,3
Die nackte Kanone (1988),7.6,88920,5100,0,0,11,175,2
Panther II - Eiskalt wie Feuer (1988),5.6,439,5820,0,0,0,2,3
Eine verrückte Reise durch die Nacht (1988),6.4,1569,5100,0,0,0,16,1
Nightmare on Elm Street 4 (1988),5.6,27884,5580,2,9,64,238,2
Der Bär (1988),7.7,10908,5100,5,7,7,58,3
Out of Rosenheim (1987),7.5,8139,6480,13,2,4,70,2
The Last Song (1988),6.4,1240,5460,0,0,0,36,3
Das Böse II (1988),6.5,7861,5820,0,0,105,96,3
Powaqqatsi (1988),7.3,4970,5940,0,0,31,34,2
Der Prinz von Pennsylvania (1988),5.6,725,5220,0,0,0,13,2
Prison - Rückkehr aus der Hölle (1988),5.9,2167,6120,0,0,51,34,3
The Rough House (1917),5.8,597,1320,0,0,2,6,2
Show Boat (1936),7.8,1856,6780,1,1,0,52,3
Das Halloween Monster (1988),6.2,11032,5160,0,0,94,141,1
Rambo III (1988),5.6,69411,6120,2,5,80,155,3
Renegade - Terence Hill und der faulste Gaul der Welt (1987),6.2,1529,5520,0,0,2,8,3
Rent-a-Cop (1987),4.2,1100,5760,1,1,4,12,3
Die Rückkehr der Killertomaten (1988),5.1,4718,5880,0,0,2,38,3
Die Rückkehr der Höllenzombies (1988),5.7,11371,5340,0,0,15,104,2
Louis Pasteur (1936),7.4,1284,5160,2,2,8,20,3
Die Schlange im Regenbogen (1988),6.4,14705,5880,0,0,54,71,1
Mörderischer Vorsprung (1988),6.8,8212,6600,0,0,11,45,3
Nummer 5 gibt nicht auf (1988),5.5,14709,6600,0,0,22,47,3
Splendor (1989),7.1,424,6600,1,7,0,3,1
Geschichten aus dem Gimli Hospital (1988),6.8,894,4320,0,0,8,12,2
Tequila Sunrise (1988),5.9,19463,6900,3,1,13,68,3
Der Fall Randall Adams (1988),8.1,10532,6180,9,4,157,54,3
Tin Toy (1988),6.8,4806,300,3,0,32,19,3
Tucker - Ein Mann und sein Traum (1988),6.9,10354,6600,11,3,28,53,2
Twins - Zwillinge (1988),5.9,68165,6420,4,0,378,71,1
U2: Rattle and Hum (1988),7.4,4696,5940,0,0,5,45,2
Die unerträgliche Leichtigkeit des Seins (1988),7.4,22553,10260,11,7,78,127,2
Vibes - Die Jagd nach der glühenden Pyramide (1988),5.4,2428,5940,0,0,12,45,3
Falsches Spiel mit Roger Rabbit (1988),7.7,109593,6240,18,21,796,225,3
Spacecop L.A. (TV Series 1989–1990),6.8,3229,3600,1,1,13,9,2
In 80 Tagen um die Welt (TV Mini-Series 1989),7.2,1963,15960,0,1,2,20,3
Baywatch - Die Rettungsschwimmer von Malibu (TV Series 1989–2001),5,15194,3600,5,14,2165,46,3
Birds of a Feather (TV Series 1989–2014),6.6,565,4500,2,6,85,12,1
Booker (TV Series 1989–1990),6.2,331,3600,0,0,0,5,3
Was kommen wird (1936),6.8,4014,6000,0,0,44,94,1
Casualty (TV Series 1986– ),6,1149,3000,7,22,401,16,1
Chip & Chap - Die Ritter des Rechts (TV Series 1989–1990),7.7,7069,1800,0,0,6,21,3
Mit Herz und Scherz (TV Series 1989–1997),7,2478,1800,12,20,167,26,2
Cops (TV Series 1989– ),7.1,2962,1800,1,0,66,25,3
Doogie Howser (TV Series 1989–1993),6.6,5108,1800,8,7,5,8,3
Alle unter einem Dach (TV Series 1989–1998),6.5,14491,1800,8,15,173,88,3
Hey Dude (TV Series 1989–1991),7.4,1433,1800,0,0,82,53,3
The Kids in the Hall (TV Series 1988–1994),8.5,4620,1500,9,14,17,68,1
Undersea Kingdom (1936),4.7,350,13560,0,0,3,17,2
Primetime Live (TV Series 1989– ),6,74,3600,8,4,0,5,2
Prinz Kaspian von Narnia (TV Series 1989– ),7,1493,1800,0,0,2,18,3
California High School (TV Series 1989–1993),7,20210,1800,6,26,1044,160,1
Meine teuflischen Nachbarn (1989),6.8,41471,6060,0,0,45,239,3
The BFG (1989),6.5,3113,5220,0,0,95,15,3
Going Overboard (1989),1.9,8996,5940,0,0,10,136,1
Bashu - Der kleine Fremde (1990),8.1,1187,7200,0,0,0,11,1
Singende Kumpel haben's schwer (1989),6.1,195,5640,0,0,0,5,2
Karate Tiger IV - Best of the Best (1989),6.3,7974,5820,0,0,63,69,3
The Walking Dead (1936),6.8,1189,3960,0,0,155,41,3
Blinde Wut (1989),6.2,8673,5160,0,0,28,58,3
Miez und Mops - Zwei tierische Freunde (1986),7.2,7117,5400,1,2,4,68,3
Dead Bang - Kurzer Prozess (1989),6,2165,6120,0,0,0,28,3
Deep Star Six (1989),5,5561,5580,0,0,13,58,3
Do the Right Thing (1989),7.9,48544,7200,14,8,651,370,1
Mein Liebhaber vom andern Stern (1988),5.2,14273,6000,0,0,39,73,3
Eddie and the Cruisers II: Eddie Lives! (1989),6.1,1724,6240,0,0,0,51,3
Erik\,http://www.imdb.com/title/tt0097289/,6.2,9941,video.movie,0,35,18,41
Die fabelhaften Baker Boys (1989),6.8,15233,6840,19,6,116,72,3
Die Kameliendame (1936),7.6,4727,6540,2,0,27,46,2
Die Schattenmacher (1989),6.5,4702,7620,0,0,4,42,3
Die Fliege II (1989),4.8,14026,6300,0,0,34,110,2
For All Mankind (1989),8.2,2844,4800,4,0,0,25,2
Halloween V - Die Rache des Michael Myers (1989),5.1,17817,5760,0,0,140,265,2
Harlem Nights (1989),5.8,11675,6960,1,1,50,51,3
Manuel (1937),8,5761,7020,5,3,25,68,3
Heathers (1988),7.4,46183,6180,3,7,377,243,3
Kopf an Kopf (1989),7.1,3472,5400,0,0,22,32,2
Heißkalte Nächte (1990),3.2,372,6720,0,0,0,8,3
Im Zeichen der Jungfrau (1989),5.5,4529,5820,0,0,4,64,3
Johnny Handsome - Der schöne Johnny (1989),6.1,5711,5640,1,2,42,41,3
Maria Walewska (1937),6.8,870,6780,0,0,7,19,3
Mein Partner mit der kalten Schnauze (1989),5.9,22283,6060,0,0,12,37,3
Karate Kid III - Die letzte Entscheidung (1989),4.8,24938,6720,0,0,0,106,3
Knick Knack (1989),7.7,6228,240,1,0,18,87,3
Schwarzer Regen (1989),8,1798,7380,26,4,4,20,3
Der knallharte Prinzipal (1989),7.4,12449,6480,4,3,133,69,2
Leningrad Cowboys Go America (1989),7,4145,4680,0,0,11,26,2
Marx Brothers - Das große Rennen (1937),7.7,9030,6300,0,0,15,62,2
Lobster Man from Mars (1989),5.4,392,4920,0,0,2,12,3
Lock Up - Überleben ist alles (1989),6.3,21846,6540,0,0,89,59,3
Kuck' mal wer da spricht! (1989),5.8,54149,5580,4,2,142,45,2
Love Love Love (1989),6,379,,0,0,0,0,1
Lu bing hua (1989),7.9,205,,0,0,0,1,2
Die Indianer von Cleveland (1989),7.2,41194,6420,0,0,8,89,2
Dick Tracy (1937),7.4,394,17400,0,0,5,11,3
Meine Nächte sind schöner als deine Tage (1989),6.1,890,5160,0,0,0,5,2
Moontrap - Gefangen in Raum und Zeit (1989),5,1557,5520,0,0,0,42,2
Nightmare on Elm Street 5 - Das Trauma (1989),5,22913,5340,3,2,45,208,2
Miracles (1989),7.2,2682,5160,1,3,6,28,3
The Edge of the World (1937),7.4,1122,4860,1,1,8,23,3
Die kleine Diebin (1988),6.9,1208,6540,3,3,10,8,3
Pink Cadillac (1989),5.2,7487,7320,0,0,27,22,3
Police Academy 6 - Widerstand zwecklos (1989),3.9,17890,5040,0,0,4,59,2
Jessica und das Rentier (1989),6.2,2462,6180,0,0,8,27,3
Roger und ich (1989),7.5,20512,5460,12,0,0,129,1
San lang zhi yi zu (1989),4.5,50,5580,0,0,0,1,1
Die Glücksjäger (1989),6.8,29742,6180,0,0,2,53,3
Shocker (1989),5.3,9216,6540,0,0,75,69,3
Der siebente Kontinent (1989),7.9,6130,6240,2,0,0,39,1
Slipstream (1989),4.9,1568,6120,0,0,12,51,2
Dark Society (1989),6.5,4910,5940,1,1,50,78,2
Fire Syndrome (1990),4.4,1273,5820,0,0,8,33,3
Fluß der Wahrheit (1937),5.9,129,5100,0,0,0,3,2
Magnolien aus Stahl (1989),7.2,28494,7020,2,6,310,133,3
Stradivari (1988),7.5,247,6600,0,0,0,0,2
Straße ohne Wiederkehr (1989),5.7,319,5580,0,0,0,9,3
Der Tod im Morgengrauen (1989),6.4,1289,6240,0,0,0,29,2
Camp der verlorenen Teufel (1988),6.2,590,5760,0,0,2,10,2
Teen Witch - Hokuspokus an der Highschool (1989),6.2,4411,5400,0,0,53,50,3
Death on Safari (1989),4.7,509,5880,0,0,0,26,3
Das Bankentrio (1989),5.9,7240,5760,0,0,3,38,2
Toxie's letzte Schlacht (1989),4.2,2650,6120,0,0,9,26,3
Atomic Hero 2 (1989),5,3696,5760,0,0,9,36,3
Der unheimliche Hulk vor Gericht (TV Movie 1989),5.8,1454,6000,0,0,10,19,3
Das Mädchen aus der Streichholzfabrik (1990),7.6,4595,4080,8,2,21,24,2
Scott & Huutsch (1989),5.9,36480,5820,1,1,2,52,3
UHF - Sender mit beschränkter Hoffnung (1989),7,18977,5820,0,0,54,192,1
Allein mit Onkel Buck (1989),6.9,52429,6000,0,0,148,122,3
Die Stimme des Mondes (1990),6.5,1287,7200,4,7,2,5,2
Walter & Carlo i Amerika (1989),2.9,335,4800,0,0,0,1,1
Der Rosenkrieg (1989),6.8,31142,6960,2,6,94,88,1
Warlock - Satans Sohn (1989),6.1,10073,5400,1,4,30,77,3
Wir sind keine Engel (1989),6,14408,6060,0,0,17,39,2
Joy Stick Heroes (1989),6,8896,5760,0,0,41,95,3
Sex\,http://www.imdb.com/title/tt0098724/,7.2,31795,video.movie,19,20,11,86
Beverly Hills\,http://www.imdb.com/title/tt0098749/,6.1,18827,video.tv,12,29,156,57
Captain Planet (TV Series 1990–1996),6.7,5959,1800,2,5,74,71,3
Cop Rock (TV Series 1990– ),4.2,302,3600,0,3,0,33,2
Have I Got News for You (TV Series 1990– ),8.3,2155,1740,12,40,361,16,2
Law & Order (TV Series 1990–2010),7.6,20500,2700,43,174,1221,155,3
Ausgerechnet Alaska (TV Series 1990–1995),8.2,9987,3600,25,83,200,54,3
Heißer Verdacht (TV Mini-Series 1991),8.5,3223,12420,11,6,803,15,3
Käpt'n Balu und seine tollkühne Crew (TV Series 1990–1991),7.8,5784,1800,0,5,3,21,3
Tiny Toon Adventures (TV Series 1990–2014),7.7,6634,,10,7,27,33,3
Brown of Harvard (1918),,,,0,0,0,0,2
...dann kam der Orkan (1937),7.3,1474,6000,0,2,7,42,3
Überflieger (TV Series 1990–1997),7.3,6146,1800,2,3,3,56,2
Drei Männer und eine kleine Lady (1990),5.1,14677,6240,1,1,45,41,3
Und wieder 48 Stunden (1990),5.7,23666,5580,0,0,10,60,3
Arachnophobia (1990),6.3,41865,6180,2,5,87,127,3
Betsy's Wedding (1990),5.6,2559,5640,0,0,5,20,2
Blue Steel (1989),5.6,7758,6120,2,1,193,58,1
Chucky 2 - Die Mörderpuppe ist wieder da (1990),5.6,24813,5040,0,0,44,157,3
Das Schloss meiner Mutter (1990),7.5,3156,5880,1,5,0,21,3
Creature Comforts (1989),7.8,4035,300,5,1,52,21,3
Cyrano von Bergerac (1990),7.6,15113,8220,32,21,209,66,3
The Dark Side of the Moon (1990),5.2,1348,5100,0,0,55,26,3
Chaos im Knast (1990),5.2,6350,4860,0,0,13,33,3
Abenteuer in Malaysia (TV Movie 1990),7,192,5520,0,0,0,3,3
Mission Adler - Der starke Arm der Götter (1991),7.2,10840,6360,0,0,42,44,3
Freshman (1990),6.4,14091,6120,1,1,46,50,2
Mein Geist will immer nur das Eine (1989),2.2,1678,5400,4,5,0,11,2
Gremlins 2 - Die Rückkehr der kleinen Monster (1990),6.3,51122,6360,0,0,234,132,2
Grifters (1990),7,17738,6600,14,7,181,83,3
Hard to Kill (1990),5.6,17598,5760,0,0,72,86,3
Geheimprotokoll (1990),7.1,1973,6480,2,3,26,16,2
The hot Spot - Spiel mit dem Feuer (1990),6.4,6805,7800,0,0,21,63,3
House Party (1990),6.2,6996,6000,2,10,364,27,3
Gestrandet (1990),6.7,1737,5520,0,0,0,13,2
Ich liebe Dich zu Tode (1990),6.4,9662,5820,0,0,25,46,2
Internal Affairs - Trau' ihm\,http://www.imdb.com/title/tt0099850/,6.5,10815,video.movie,0,19,347,61
Die Killertomaten schlagen zurück (1991),3.2,1037,5220,0,0,0,10,3
King of New York - König zwischen Tag und Nacht (1990),7,19751,6180,1,2,153,118,2
Kishen Kanhaiya (1990),6.1,337,9600,0,0,0,2,2
Das Leben ist süß (1990),7.4,4670,6180,9,1,58,28,2
Freundschaft fürs Leben (1989),7.6,3741,5760,7,4,37,42,2
Kuck' mal\,http://www.imdb.com/title/tt0100050/,4.3,31736,video.movie,0,29,8,32
Maine Pyar Kiya (1989),7.7,3489,11520,4,2,0,20,3
Zum Töten freigegeben (1990),5.8,12294,5580,0,0,53,90,3
Men at Work (1990),5.9,15227,5880,0,0,20,54,2
Meerjungfrauen küssen besser (1990),6.5,18572,6600,3,0,55,60,3
Otto\,http://www.imdb.com/title/tt0029335/,7.7,1102,video.movie,0,12,0,35
Metropolitan (1990),7.4,5917,5880,6,4,127,51,3
Miami Blues (1990),6.4,5096,5820,2,1,6,51,3
Mo' Better Blues (1990),6.5,6948,7740,1,2,12,30,3
Mr. Destiny - Voll Daneben (1990),6.2,8408,6600,0,0,10,35,3
Music Box - Die ganze Wahrheit (1989),7.3,4321,7440,1,2,0,32,2
Das Schlitzohr von der Mafia (1990),6.2,13694,5820,0,0,47,54,2
Der Gefangene von Zenda (1937),7.8,2811,6060,1,0,23,41,3
Die Rückkehr der Untoten - Night of the Living Dead (1990),6.9,25599,5520,0,0,136,190,2
Fremde Schatten (1990),6.3,12224,6120,0,0,42,79,2
Kidô keisatsu patorebâ: Gekijô-ban (1989),7.2,2783,6000,0,0,0,16,3
Hart auf Sendung (1990),7.1,18261,6120,2,5,75,118,2
Troll - Teil 3 (1990),1.9,472,5640,0,0,0,16,2
Ein verrückt genialer Coup (1990),6.8,13687,5340,0,0,0,81,2
Eine gefährliche Affäre (1990),6.2,10278,7440,0,0,90,65,3
Rookie - Der Anfänger (1990),5.8,16736,7200,0,0,36,62,3
Das Russland-Haus (1990),6.1,9718,7380,2,2,28,59,3
La setta (1991),6.4,926,7500,0,0,2,18,2
The Cook (1918),6.7,589,1320,0,0,2,15,2
Quality Street (1937),6.4,641,4980,0,0,57,17,3
Turtles (1990),6.7,55482,5580,2,3,695,169,3
Tremors - Im Land der Raketenwürmer (1990),7.2,70180,5760,0,0,134,227,3
Due occhi diabolici (1990),6.1,3523,7200,0,0,37,42,1
Die Spur führt zurück - The two Jakes (1990),6.1,7262,8220,0,0,34,49,3
The Wonderful Wizard of Oz: 50 Years of Magic (TV Movie 1990),7.7,286,3120,0,0,0,2,1
Meister des Schwertes (1990),7.1,1238,7200,2,5,0,14,3
Zandalee - Das sechste Gebot (1991),4.3,2488,6000,0,0,5,11,3
Zong heng si hai (1991),6.8,3844,6180,0,0,0,23,3
Feßle mich! (1989),7,14124,6660,7,19,4,56,3
Zurück in die Zukunft (TV Series 1991–1993),6.6,827,1380,6,2,11,7,3
Clarissa (TV Series 1991–1994),7.3,4903,1800,4,7,164,26,1
Der Polizeichef (TV Series 1991–1995),7.2,889,3600,1,3,49,11,3
Doug (TV Series 1991–1994),7.7,10538,1800,4,7,16,46,3
Hör' mal\,http://www.imdb.com/title/tt0101120/,7.2,24947,video.tv,39,42,428,81
The Ren & Stimpy Show (TV Series 1991–1996),7.6,11952,1800,2,8,0,76,3
Salute Your Shorts (TV Series 1991–1992),8.4,3740,1800,2,5,0,50,2
Palm Beach-Duo (TV Series 1991–1999),6.6,1323,3600,0,0,36,24,3
Straße zum Glück (1991),7.2,1788,6060,0,0,0,35,2
Der Schätzer (1991),6.8,2213,6120,5,2,11,24,2
Mein Weihnachtswunsch (1991),6,2484,5520,0,0,182,12,3
Sinner Take All (1936),6.2,82,4440,0,0,0,5,1
Arena - Nur einer Überlebt (1989),5.3,1104,6900,0,0,0,20,3
Backdraft - Männer\,http://www.imdb.com/title/tt0101393/,6.7,49844,video.movie,1,40,117,128
Barbara Stanwyck: Fire and Desire (TV Movie 1991),7.2,133,,0,0,0,5,1
Beastmaster 2 - Der Zeitspringer (1991),3.6,2015,6420,0,0,0,16,3
Bis ans Ende der Welt (1991),7,5647,10740,1,1,21,66,2
Black Robe - Am Fluß der Irokesen (1991),7.1,4797,5820,10,13,16,68,3
City Slickers - Die Großstadt-Helden (1991),6.7,34058,6780,7,6,195,75,2
Cool as Ice (1991),2.8,7015,5460,1,6,20,148,3
Curly Sue - Ein Lockenkopf sorgt für Wirbel (1991),5.6,13995,6060,1,0,58,28,3
Rote Laterne (1991),8.2,17164,7500,20,4,130,97,1
Thalapathi (1991),8.1,2186,,2,0,0,10,2
Rendezvous im Jenseits (1991),7.2,11641,6720,0,0,71,81,3
Delicatessen (1991),7.8,55890,5940,13,9,121,158,3
Dil Hai Ki Manta Nahin (1991),7.4,1862,,1,3,0,10,3
Doc Hollywood (1991),6.1,22581,6240,0,0,49,60,3
Fast Food Family - Eine Familie zum Quietschen (1991),6,18652,6120,0,0,38,73,1
Dou hap (1991),6.9,1174,5940,0,0,0,2,2
Mein böser Freund Fred (1991),5.7,19117,6180,0,0,93,159,3
Der Giftzwerg (1991),6.3,8008,6420,1,1,40,45,2
Chaotisches Halloween (1991),5.7,7132,5460,0,0,25,47,3
The Final Sanction (1990),5.1,42,5100,0,0,0,4,2
The Flash II: Revenge of the Trickster (Video 1991),6.8,402,5280,0,0,0,6,3
Freddys Finale - Nightmare on Elmstreet 6 (1991),4.9,24614,5340,0,0,51,234,3
Grüne Tomaten (1991),7.6,42875,7800,6,8,89,154,2
The Godfather Family: A Look Inside (TV Movie 1990),7.7,516,4380,0,0,0,4,1
Ein Sommer zum Verlieben (1991),8.3,1861,14220,5,4,0,15,3
Rhapsodie im August (1991),7.3,4100,5880,5,6,0,35,1
Hamis a baba (1991),7.4,390,4920,0,0,0,0,2
Auf die harte Tour (1991),6.3,12280,6660,0,0,45,54,3
Na typisch! (1991),5.5,4448,6900,0,0,408,21,3
Reise ins Herz der Finsternis (1991),8.2,10988,5760,6,3,26,42,1
That Certain Woman (1937),7,734,5580,0,0,0,19,2
Here's Looking at You\,http://www.imdb.com/title/tt0102027/,7.3,301,video.movie,0,6,0,4
Highlander II - Die Rückkehr (1991),3.9,29873,5460,0,0,49,249,3
Highway 61 (1991),7.3,1080,6120,3,3,51,17,2
Hot Shots! - Die Mutter aller Filme (1991),6.7,62265,5040,1,0,2,86,3
Indian Runner (1991),7.2,5849,7620,1,1,29,52,1
JFK - Tatort Dallas (1991),8,96411,11340,11,23,620,432,3
Jacquot de Nantes (1991),7.4,502,7080,0,0,6,8,2
Zahnstocher Johnny (1991),7.2,6344,6120,3,2,2,28,3
K2 - Das letzte Abenteuer (1991),6.2,4463,6120,0,0,5,41,2
Das Wunderkind Tate (1991),6.6,9893,5940,1,1,0,33,1
Lucky Luke (1991),5,2174,5520,0,0,12,9,2
Luxo Jr. in 'Surprise' and 'Light & Heavy' (1991),6.7,367,60,0,0,0,0,2
Mannequin 2 - Der Zauber geht weiter (1991),3.8,4065,5700,0,0,12,33,2
Montréal vu par... (1992),5.4,284,7500,0,0,0,1,2
Die nackte Kanone 2 1/2 (1991),6.8,66502,5100,2,1,13,74,2
New Jack City (1991),6.5,18677,5820,1,3,165,73,3
Valkenvania - Die wunderbare Welt des Wahnsinns (1991),4.7,15307,5640,1,6,33,214,3
Dick und Doof im Wilden Westen (1937),7.8,4912,3840,0,0,16,47,2
